Department,Work Group,Asset Name,Total Count,Count,Rejects,Total Downtime,Fault Count,MTTR,MTBF,Total Uptime,Total Time,Total Breaks,Total Working Time,Production Goal,Production Rate,Planned Rate,Product,Productivity OEE,Availability OEE,Quality OEE,OEE,Shift Number,Start Date,End Date,ScheduleID
100D,Ensamble 100D,Bench 100D,133,133,0,18,64,0,12,762,780,0,762,239,10.47,18.38,0,0.57,0.976923077,1,0.556846154,2,3/7/2023,3/8/2023,45590
100D,Ensamble 100D,Bench 100D,105,105,0,9,58,0,10,591,600,0,591,167,10.66,16.7,0,0.64,0.985,1,0.6304,1,3/8/2023,3/8/2023,45564
100D,Ensamble 100D,Bench 100D,95,95,0,11,46,0,11,529,540,0,529,239,10.78,26.56,0,0.41,0.97962963,1,0.401648148,2,3/8/2023,3/9/2023,45591
100D,Ensamble 100D,Bench 100D,115,115,0,38,49,0,12,562,600,0,562,167,12.28,16.7,0,0.74,0.936666667,1,0.693133333,1,3/9/2023,3/9/2023,45565
100D,Ensamble 100D,Bench 100D,123,123,0,16,43,0,12,524,540,0,524,239,14.08,26.56,0,0.53,0.97037037,1,0.514296296,2,3/9/2023,3/10/2023,45592
100D,Ensamble 100D,Bench 100D,75,75,0,14,60,0,8,466,480,0,466,167,9.66,20.88,0,0.46,0.970833333,1,0.446583333,1,3/10/2023,3/10/2023,45566
100D,Ensamble 100D,Bench 100D,70,70,0,73,40,1,9,287,360,0,287,95,14.63,15.83,0,0.92,0.797222222,1,0.733444444,2,3/10/2023,3/10/2023,45615
100D,Ensamble 100D,Bench 100D,120,120,0,14,25,0,24,586,600,0,586,167,12.29,16.7,0,0.74,0.976666667,1,0.722733333,1,3/13/2023,3/13/2023,45569
100D,Ensamble 100D,Bench 100D,103,103,0,26,34,0,17,574,600,0,574,167,10.77,16.7,0,0.64,0.956666667,1,0.612266667,1,3/14/2023,3/14/2023,45570
100D,Ensamble 100D,Bench 100D,92,92,0,54,74,0,8,546,600,0,546,167,10.11,16.7,0,0.61,0.91,1,0.5551,1,3/15/2023,3/15/2023,45571
100D,Ensamble 100D,Bench 100D,96,96,0,53,83,0,7,547,600,0,547,167,10.53,16.7,0,0.63,0.911666667,1,0.57435,1,3/16/2023,3/16/2023,45572
100D,Ensamble 100D,Bench 100D,55,55,0,19,51,0,9,461,480,0,461,167,7.16,20.88,0,0.34,0.960416667,1,0.326541667,1,3/17/2023,3/17/2023,45573
100D,Ensamble 100D,Bench 100D,101,101,0,10,56,0,9,530,540,0,530,239,11.43,26.56,0,0.43,0.981481481,1,0.422037037,2,3/20/2023,3/21/2023,45603
100D,Ensamble 100D,Bench 100D,161,161,0,11,59,0,14,829,840,0,829,239,11.65,17.07,0,0.68,0.986904762,1,0.671095238,2,3/21/2023,3/22/2023,45604
100D,Ensamble 100D,Bench 100D,157,157,0,36,78,0,10,804,840,0,804,239,11.72,17.07,0,0.69,0.957142857,1,0.660428571,2,3/22/2023,3/23/2023,45605
100D,Ensamble 100D,Bench 100D,108,108,0,1,24,0,22,539,540,0,539,239,12.02,26.56,0,0.45,0.998148148,1,0.449166667,2,3/23/2023,3/24/2023,45606
100D,Ensamble 100D,Bench 100D,45,45,0,9,87,0,4,351,360,0,351,95,7.69,15.83,0,0.49,0.975,1,0.47775,2,3/24/2023,3/24/2023,45617
100D,Ensamble 100D,Bench 100D,100,100,0,78,110,0,5,522,600,0,522,167,11.49,16.7,0,0.69,0.87,1,0.6003,1,3/27/2023,3/27/2023,45583
100D,Ensamble 100D,Bench 100D,138,138,0,77,152,0,5,763,840,0,763,239,10.85,17.07,0,0.64,0.908333333,1,0.581333333,2,3/27/2023,3/28/2023,45610
100D,Ensamble 100D,Bench 100D,123,123,0,47,56,0,10,553,600,0,553,167,13.35,16.7,0,0.8,0.921666667,1,0.737333333,1,3/28/2023,3/28/2023,45584
100D,Ensamble 100D,Bench 100D,146,146,0,16,48,0,13,644,660,0,644,239,13.6,21.73,0,0.63,0.975757576,1,0.614727273,2,3/28/2023,3/29/2023,45611
100D,Ensamble 100D,Bench 100D,112,112,0,9,77,0,7,591,600,0,591,167,11.37,16.7,0,0.68,0.985,1,0.6698,1,3/29/2023,3/29/2023,45585
100D,Ensamble 100D,Bench 100D,89,89,0,70,62,1,8,470,540,0,470,239,11.36,26.56,0,0.43,0.87037037,1,0.374259259,2,3/29/2023,3/30/2023,45612
100D,Ensamble 100D,Bench 100D,28,28,0,181,50,3,12,419,600,0,419,167,4.01,16.7,0,0.24,0.698333333,1,0.1676,1,3/30/2023,3/30/2023,45586
100D,Ensamble 100D,Bench 100D,5,5,0,5,11,0,43,475,480,0,475,167,0.63,20.88,0,0.03,0.989583333,1,0.0296875,1,3/31/2023,3/31/2023,45587
100D,Ensamble 100D,Bench 100D,25,25,0,35,11,3,32,325,360,0,325,95,4.62,15.83,0,0.29,0.902777778,1,0.261805556,2,3/31/2023,3/31/2023,45618
100D,Ensamble 100D,Bench 100D,44,44,0,47,53,0,11,553,600,0,553,167,4.77,16.7,0,0.29,0.921666667,1,0.267283333,1,5/2/2023,5/2/2023,47335
100D,Ensamble 100D,Bench 100D,128,128,0,69,104,0,5,531,600,0,531,167,14.46,16.7,0,0.87,0.885,1,0.76995,1,5/3/2023,5/3/2023,47336
100D,Ensamble 100D,Bench 100D,100,100,0,31,58,0,9,509,540,0,509,167,11.79,18.56,0,0.64,0.942592593,1,0.603259259,1,5/4/2023,5/4/2023,47337
100D,Ensamble 100D,Bench 100D,71,71,0,21,36,0,13,459,480,0,459,167,9.28,20.88,0,0.44,0.95625,1,0.42075,1,5/5/2023,5/5/2023,47338
100D,Ensamble 100D,Bench 100D,110,110,0,66,67,0,8,534,600,0,534,167,12.36,16.7,0,0.74,0.89,1,0.6586,1,5/8/2023,5/8/2023,47341
100D,Ensamble 100D,Bench 100D,67,67,0,38,31,1,19,562,600,0,562,167,7.15,16.7,0,0.43,0.936666667,1,0.402766667,1,5/9/2023,5/9/2023,47342
100D,Ensamble 100D,Bench 100D,99,99,0,44,41,1,14,556,600,0,556,167,10.68,16.7,0,0.64,0.926666667,1,0.593066667,1,5/10/2023,5/10/2023,47343
100D,Ensamble 100D,Bench 100D,112,112,0,10,70,0,7,530,540,0,530,167,12.68,18.56,0,0.68,0.981481481,1,0.667407407,1,5/11/2023,5/11/2023,47344
100D,Ensamble 100D,Bench 100D,120,120,0,15,57,0,8,465,480,0,465,167,15.48,20.88,0,0.74,0.96875,1,0.716875,1,5/12/2023,5/12/2023,47345
100D,Ensamble 100D,Bench 100D,105,105,0,47,82,0,7,553,600,0,553,167,11.39,16.7,0,0.68,0.921666667,1,0.626733333,1,5/15/2023,5/15/2023,47348
100D,Ensamble 100D,Bench 100D,103,103,0,8,61,0,8,532,540,0,532,149,11.62,16.56,0,0.7,0.985185185,1,0.68962963,2,5/15/2023,5/16/2023,47480
100D,Ensamble 100D,Bench 100D,110,110,0,64,118,0,5,536,600,0,536,167,12.31,16.7,0,0.74,0.893333333,1,0.661066667,1,5/16/2023,5/16/2023,47349
100D,Ensamble 100D,Bench 100D,147,147,0,13,65,0,8,527,540,0,527,149,16.74,16.56,0,1.01,0.975925926,1,0.985685185,2,5/16/2023,5/17/2023,47481
100D,Ensamble 100D,Bench 100D,118,118,0,7,53,0,10,533,540,0,533,167,13.28,18.56,0,0.72,0.987037037,1,0.710666667,1,5/17/2023,5/17/2023,47350
100D,Ensamble 100D,Bench 100D,89,89,0,5,22,0,24,535,540,0,535,149,9.98,16.56,0,0.6,0.990740741,1,0.594444444,2,5/17/2023,5/18/2023,47482
100D,Ensamble 100D,Bench 100D,39,39,0,1,19,0,12,239,240,0,239,167,9.79,41.75,0,0.23,0.995833333,1,0.229041667,1,5/18/2023,5/18/2023,47351
100D,Ensamble 100D,Bench 100D,90,90,0,70,13,5,27,290,360,0,290,149,18.62,24.83,0,0.75,0.805555556,1,0.604166667,2,5/18/2023,5/19/2023,47483
100D,Ensamble 100D,Bench 100D,48,48,0,30,61,0,7,450,480,0,450,167,6.4,20.88,0,0.31,0.9375,1,0.290625,1,5/19/2023,5/19/2023,47352
100D,Ensamble 100D,Bench 100D,84,84,0,2,16,0,22,358,360,0,358,95,14.08,15.83,0,0.89,0.994444444,1,0.885055556,2,5/19/2023,5/19/2023,47530
100D,Ensamble 100D,Bench 100D,152,152,0,29,97,0,6,571,600,0,571,167,15.97,16.7,0,0.96,0.951666667,1,0.9136,1,5/22/2023,5/22/2023,47355
100D,Ensamble 100D,Bench 100D,114,114,0,9,17,0,31,531,540,0,531,149,12.88,16.56,0,0.78,0.983333333,1,0.767,2,5/22/2023,5/23/2023,47487
100D,Ensamble 100D,Bench 100D,72,72,0,19,62,0,9,581,600,0,581,167,7.44,16.7,0,0.45,0.968333333,1,0.43575,1,5/23/2023,5/23/2023,47356
100D,Ensamble 100D,Bench 100D,62,62,0,110,189,0,2,430,540,0,430,149,8.65,16.56,0,0.52,0.796296296,1,0.414074074,2,5/23/2023,5/24/2023,47488
100D,Ensamble 100D,Bench 100D,125,125,0,31,47,0,12,569,600,0,569,167,13.18,16.7,0,0.79,0.948333333,1,0.749183333,1,5/24/2023,5/24/2023,47357
100D,Ensamble 100D,Bench 100D,126,126,0,22,59,0,9,518,540,0,518,149,14.59,16.56,0,0.88,0.959259259,1,0.844148148,2,5/24/2023,5/25/2023,47489
100D,Ensamble 100D,Bench 100D,127,127,0,4,34,0,15,536,540,0,536,167,14.22,18.56,0,0.77,0.992592593,1,0.764296296,1,5/25/2023,5/25/2023,47358
100D,Ensamble 100D,Bench 100D,78,78,0,10,39,0,13,530,540,0,530,149,8.83,16.56,0,0.53,0.981481481,1,0.520185185,2,5/25/2023,5/26/2023,47490
100D,Ensamble 100D,Bench 100D,80,80,0,12,34,0,14,468,480,0,468,167,10.26,20.88,0,0.49,0.975,1,0.47775,1,5/26/2023,5/26/2023,47359
100D,Ensamble 100D,Bench 100D,47,47,0,29,27,1,8,211,240,0,211,95,13.36,23.75,0,0.56,0.879166667,1,0.492333333,2,5/26/2023,5/26/2023,47539
100D,Ensamble 100D,Bench 100D,127,127,0,19,65,0,9,581,600,0,581,167,13.12,16.7,0,0.79,0.968333333,1,0.764983333,1,5/29/2023,5/29/2023,47362
100D,Ensamble 100D,Bench 100D,93,93,0,38,42,0,12,502,540,0,502,149,11.12,16.56,0,0.67,0.92962963,1,0.622851852,2,5/29/2023,5/30/2023,47494
100D,Ensamble 100D,Bench 100D,110,110,0,16,53,0,11,584,600,0,584,167,11.3,16.7,0,0.68,0.973333333,1,0.661866667,1,5/30/2023,5/30/2023,47363
100D,Ensamble 100D,Bench 100D,95,95,0,19,41,0,13,521,540,0,521,149,10.94,16.56,0,0.66,0.964814815,1,0.636777778,2,5/30/2023,5/31/2023,47495
100D,Ensamble 100D,Bench 100D,78,78,0,69,99,0,6,531,600,0,531,167,8.81,16.7,0,0.53,0.885,1,0.46905,1,5/31/2023,5/31/2023,47364
100D,Ensamble 100D,Bench 100D,85,85,0,56,57,0,9,484,540,0,484,149,10.54,16.56,0,0.64,0.896296296,1,0.57362963,2,5/31/2023,6/1/2023,47496
100D,Ensamble 100D,Bench 100D,64,64,0,49,81,0,6,491,540,0,491,167,7.82,18.56,0,0.42,0.909259259,1,0.381888889,2,6/1/2023,6/1/2023,47680
100D,Ensamble 100D,Bench 100D,64,64,0,119,74,1,9,601,720,0,601,149,6.39,12.42,0,0.51,0.834722222,1,0.425708333,2,6/1/2023,6/2/2023,47497
100D,Ensamble 100D,Bench 100D,62,62,0,23,90,0,5,457,480,0,457,131,8.14,16.38,0,0.5,0.952083333,1,0.476041667,1,6/2/2023,6/2/2023,47682
100D,Ensamble 100D,Bench 100D,38,38,0,21,15,1,24,339,360,0,339,95,6.73,15.83,0,0.42,0.941666667,1,0.3955,2,6/2/2023,6/2/2023,47683
100D,Ensamble 100D,Bench 100D,80,80,0,3,23,0,26,597,600,0,597,167,8.04,16.7,0,0.48,0.995,1,0.4776,1,6/5/2023,6/5/2023,47704
100D,Ensamble 100D,Bench 100D,114,114,0,138,89,1,9,702,840,0,702,149,9.74,10.64,0,0.92,0.835714286,1,0.768857143,2,6/5/2023,6/6/2023,47501
100D,Ensamble 100D,Bench 100D,67,67,0,114,66,1,9,486,600,0,486,167,8.27,16.7,0,0.5,0.81,1,0.405,1,6/6/2023,6/6/2023,47705
100D,Ensamble 100D,Bench 100D,79,79,0,28,62,0,8,512,540,0,512,149,9.26,16.56,0,0.56,0.948148148,1,0.530962963,2,6/6/2023,6/7/2023,47502
100D,Ensamble 100D,Bench 100D,45,45,0,108,66,1,9,492,600,0,492,167,5.49,16.7,0,0.33,0.82,1,0.2706,1,6/7/2023,6/7/2023,47706
100D,Ensamble 100D,Bench 100D,108,108,0,41,60,0,9,499,540,0,499,149,12.99,16.56,0,0.78,0.924074074,1,0.720777778,2,6/7/2023,6/8/2023,47503
100D,Ensamble 100D,Bench 100D,68,68,0,38,90,0,6,502,540,0,502,167,8.13,18.56,0,0.44,0.92962963,1,0.409037037,1,6/8/2023,6/8/2023,47707
100D,Ensamble 100D,Bench 100D,113,113,0,32,93,0,8,748,780,0,748,149,9.06,11.46,0,0.79,0.958974359,1,0.757589744,2,6/8/2023,6/9/2023,47504
100D,Ensamble 100D,Bench 100D,58,58,0,14,28,0,17,466,480,0,466,167,7.47,20.88,0,0.36,0.970833333,1,0.3495,2,6/9/2023,6/9/2023,47703
100D,Ensamble 100D,Bench 100D,45,45,0,3,20,0,18,357,360,0,357,95,7.56,15.83,0,0.48,0.991666667,1,0.476,2,6/9/2023,6/9/2023,47895
100D,Ensamble 100D,Bench 100D,131,131,0,10,65,0,9,590,600,0,590,167,13.32,16.7,0,0.8,0.983333333,1,0.786666667,1,6/12/2023,6/12/2023,48482
100D,Ensamble 100D,Bench 100D,88,88,0,39,74,0,7,501,540,0,501,149,10.54,16.56,0,0.64,0.927777778,1,0.593777778,2,6/12/2023,6/13/2023,47508
100D,Ensamble 100D,Bench 100D,105,105,0,38,45,0,13,562,600,0,562,167,11.21,16.7,0,0.67,0.936666667,1,0.627566667,1,6/13/2023,6/13/2023,48483
100D,Ensamble 100D,Bench 100D,79,79,0,29,57,0,9,511,540,0,511,149,9.28,16.56,0,0.56,0.946296296,1,0.529925926,2,6/13/2023,6/14/2023,47509
100D,Ensamble 100D,Bench 100D,52,52,0,86,18,4,33,514,600,0,514,167,6.07,16.7,0,0.36,0.856666667,1,0.3084,1,6/14/2023,6/14/2023,48484
100D,Ensamble 100D,Bench 100D,57,57,0,39,55,0,9,501,540,0,501,149,6.83,16.56,0,0.41,0.927777778,1,0.380388889,2,6/14/2023,6/15/2023,47510
100D,Ensamble 100D,Bench 100D,49,49,0,108,53,2,11,492,600,0,492,167,5.98,16.7,0,0.36,0.82,1,0.2952,1,6/15/2023,6/15/2023,48485
100D,Ensamble 100D,Bench 100D,39,39,0,21,32,0,16,519,540,0,519,149,4.51,16.56,0,0.27,0.961111111,1,0.2595,2,6/15/2023,6/16/2023,47511
100D,Ensamble 100D,Bench 100D,56,56,0,116,25,4,19,364,480,0,364,167,9.23,20.88,0,0.44,0.758333333,1,0.333666667,1,6/16/2023,6/16/2023,48486
100D,Ensamble 100D,Bench 100D,60,60,0,17,34,0,10,343,360,0,343,95,10.5,15.83,0,0.66,0.952777778,1,0.628833333,2,6/16/2023,6/16/2023,48501
100D,Ensamble 100D,Bench 100D,89,89,0,56,44,1,13,544,600,0,544,167,9.82,16.7,0,0.59,0.906666667,1,0.534933333,1,6/19/2023,6/19/2023,48489
100D,Ensamble 100D,Bench 100D,106,106,0,30,24,1,22,510,540,0,510,149,12.47,16.56,0,0.75,0.944444444,1,0.708333333,2,6/19/2023,6/20/2023,47515
100D,Ensamble 100D,Bench 100D,97,97,0,18,58,0,10,582,600,0,582,167,10,16.7,0,0.6,0.97,1,0.582,1,6/20/2023,6/20/2023,48490
100D,Ensamble 100D,Bench 100D,87,87,0,19,72,0,7,521,540,0,521,149,10.02,16.56,0,0.61,0.964814815,1,0.588537037,2,6/20/2023,6/21/2023,47516
100D,Ensamble 100D,Bench 100D,71,71,0,23,73,0,8,577,600,0,577,167,7.38,16.7,0,0.44,0.961666667,1,0.423133333,1,6/21/2023,6/21/2023,48491
100D,Ensamble 100D,Bench 100D,66,66,0,80,99,0,5,460,540,0,460,149,8.61,16.56,0,0.52,0.851851852,1,0.442962963,2,6/21/2023,6/22/2023,47517
100D,Ensamble 100D,Bench 100D,66,66,0,140,71,1,8,460,600,0,460,167,8.61,16.7,0,0.52,0.766666667,1,0.398666667,1,6/22/2023,6/22/2023,48492
100D,Ensamble 100D,Bench 100D,70,70,0,24,36,0,15,516,540,0,516,149,8.14,16.56,0,0.49,0.955555556,1,0.468222222,2,6/22/2023,6/23/2023,47518
100D,Ensamble 100D,Bench 100D,71,71,0,94,41,2,11,386,480,0,386,167,11.04,20.88,0,0.53,0.804166667,1,0.426208333,1,6/23/2023,6/23/2023,48493
100D,Ensamble 100D,Bench 100D,64,64,0,7,41,0,8,353,360,0,353,95,10.88,15.83,0,0.69,0.980555556,1,0.676583333,2,6/23/2023,6/23/2023,48502
100D,Ensamble 100D,Bench 100D,74,74,0,22,31,0,19,578,600,0,578,167,7.68,16.7,0,0.46,0.963333333,1,0.443133333,1,6/26/2023,6/26/2023,48496
100D,Ensamble 100D,Bench 100D,67,67,0,5,50,0,10,535,540,0,535,149,7.51,16.56,0,0.45,0.990740741,1,0.445833333,2,6/26/2023,6/27/2023,47522
100D,Ensamble 100D,Bench 100D,104,104,0,7,44,0,13,593,600,0,593,167,10.52,16.7,0,0.63,0.988333333,1,0.62265,1,6/27/2023,6/27/2023,48497
100D,Ensamble 100D,Bench 100D,66,66,0,36,33,1,16,504,540,0,504,149,7.86,16.56,0,0.47,0.933333333,1,0.438666667,2,6/27/2023,6/28/2023,47523
100D,Ensamble 100D,Bench 100D,71,71,0,50,51,0,11,550,600,0,550,167,7.75,16.7,0,0.46,0.916666667,1,0.421666667,1,6/28/2023,6/28/2023,48498
100D,Ensamble 100D,Bench 100D,113,113,0,16,66,0,8,524,540,0,524,149,12.94,16.56,0,0.78,0.97037037,1,0.756888889,2,6/28/2023,6/29/2023,47524
100D,Ensamble 100D,Bench 100D,98,98,0,36,66,0,9,564,600,0,564,167,10.43,16.7,0,0.62,0.94,1,0.5828,1,6/29/2023,6/29/2023,48499
100D,Ensamble 100D,Bench 100D,105,105,0,25,50,0,10,515,540,0,515,149,12.23,16.56,0,0.74,0.953703704,1,0.705740741,2,6/29/2023,6/30/2023,47525
100D,Ensamble 100D,Bench 100D,119,119,0,2,34,0,14,478,480,0,478,167,14.94,20.88,0,0.72,0.995833333,1,0.717,1,6/30/2023,6/30/2023,48500
100D,Ensamble 100D,Bench 100D,19,19,0,29,41,0,8,331,360,0,331,95,3.44,15.83,0,0.22,0.919444444,1,0.202277778,2,6/30/2023,6/30/2023,48503
100D,Ensamble 100D,Bench 100D,107,107,0,31,104,0,5,569,600,0,569,167,11.28,16.7,0,0.68,0.948333333,1,0.644866667,1,7/3/2023,7/3/2023,50266
100D,Ensamble 100D,Bench 100D,99,99,0,6,84,0,6,534,540,0,534,239,11.12,26.56,0,0.42,0.988888889,1,0.415333333,2,7/3/2023,7/4/2023,50285
100D,Ensamble 100D,Bench 100D,90,90,0,75,134,0,4,525,600,0,525,167,10.29,16.7,0,0.62,0.875,1,0.5425,1,7/4/2023,7/4/2023,50267
100D,Ensamble 100D,Bench 100D,102,102,0,44,47,0,14,616,660,0,616,239,9.94,21.73,0,0.46,0.933333333,1,0.429333333,2,7/4/2023,7/5/2023,50286
100D,Ensamble 100D,Bench 100D,107,107,0,57,79,0,7,543,600,0,543,167,11.82,16.7,0,0.71,0.905,1,0.64255,1,7/5/2023,7/5/2023,50268
100D,Ensamble 100D,Bench 100D,79,79,0,13,48,0,11,527,540,0,527,239,8.99,26.56,0,0.34,0.975925926,1,0.331814815,2,7/5/2023,7/6/2023,50287
100D,Ensamble 100D,Bench 100D,78,78,0,38,64,0,8,502,540,0,502,167,9.32,18.56,0,0.5,0.92962963,1,0.464814815,1,7/6/2023,7/6/2023,50269
100D,Ensamble 100D,Bench 100D,88,88,0,30,64,0,7,450,480,0,450,239,11.73,29.88,0,0.39,0.9375,1,0.365625,2,7/6/2023,7/7/2023,50288
100D,Ensamble 100D,Bench 100D,87,87,0,40,62,0,9,560,600,0,560,167,9.32,16.7,0,0.56,0.933333333,1,0.522666667,1,7/10/2023,7/10/2023,50273
100D,Ensamble 100D,Bench 100D,81,81,0,15,46,0,18,825,840,0,825,239,5.89,17.07,0,0.35,0.982142857,1,0.34375,2,7/10/2023,7/11/2023,50292
100D,Ensamble 100D,Bench 100D,94,94,0,38,70,0,8,562,600,0,562,167,10.04,16.7,0,0.6,0.936666667,1,0.562,1,7/11/2023,7/11/2023,50274
100D,Ensamble 100D,Bench 100D,114,114,0,43,89,0,7,617,660,0,617,239,11.09,21.73,0,0.51,0.934848485,1,0.476772727,2,7/11/2023,7/12/2023,50293
100D,Ensamble 100D,Bench 100D,95,95,0,22,68,0,8,578,600,0,578,167,9.86,16.7,0,0.59,0.963333333,1,0.568366667,1,7/12/2023,7/12/2023,50275
100D,Ensamble 100D,Bench 100D,76,76,0,10,64,0,8,530,540,0,530,239,8.6,26.56,0,0.32,0.981481481,1,0.314074074,2,7/12/2023,7/13/2023,50294
100D,Ensamble 100D,Bench 100D,78,78,0,9,56,0,9,531,540,0,531,167,8.81,18.56,0,0.47,0.983333333,1,0.462166667,1,7/13/2023,7/13/2023,50276
100D,Ensamble 100D,Bench 100D,60,60,0,57,44,1,10,423,480,0,423,239,8.51,29.88,0,0.28,0.88125,1,0.24675,2,7/13/2023,7/14/2023,50295
100D,Ensamble 100D,Bench 100D,74,74,0,6,46,0,10,474,480,0,474,167,9.37,20.88,0,0.45,0.9875,1,0.444375,1,7/14/2023,7/14/2023,50277
100D,Ensamble 100D,Bench 100D,36,36,0,24,15,1,24,336,360,0,336,95,6.43,15.83,0,0.41,0.933333333,1,0.382666667,2,7/14/2023,7/14/2023,50594
100D,Ensamble 100D,Bench 100D,121,121,0,79,45,1,13,521,600,0,521,167,13.93,16.7,0,0.83,0.868333333,1,0.720716667,1,7/17/2023,7/17/2023,50597
100D,Ensamble 100D,Bench 100D,35,35,0,98,61,1,9,502,600,0,502,167,4.18,16.7,0,0.25,0.836666667,1,0.209166667,1,7/18/2023,7/18/2023,50281
100D,Ensamble 100D,Bench 100D,74,74,0,54,48,1,12,546,600,0,546,167,8.13,16.7,0,0.49,0.91,1,0.4459,1,7/19/2023,7/19/2023,50282
100D,Ensamble 100D,Bench 100D,97,97,0,40,138,0,4,560,600,0,560,167,10.39,16.7,0,0.62,0.933333333,1,0.578666667,1,7/20/2023,7/20/2023,50283
100D,Ensamble 100D,Bench 100D,72,72,0,74,37,2,12,406,480,0,406,167,10.64,20.88,0,0.51,0.845833333,1,0.431375,1,7/21/2023,7/21/2023,50284
100D,Ensamble 100D,Bench 100D,40,40,0,79,60,1,10,521,600,0,521,167,4.61,16.7,0,0.28,0.868333333,1,0.243133333,1,8/3/2023,8/3/2023,50977
100D,Ensamble 100D,Bench 100D,92,92,0,51,45,1,10,429,480,0,429,131,12.87,16.38,0,0.79,0.89375,1,0.7060625,1,8/4/2023,8/4/2023,50978
100D,Ensamble 100D,Bench 100D,186,186,0,12,69,0,12,828,840,0,828,265,13.48,18.93,0,0.71,0.985714286,1,0.699857143,2,8/7/2023,8/8/2023,51105
100D,Ensamble 100D,Bench 100D,112,112,0,9,83,0,10,831,840,0,831,265,8.09,18.93,0,0.43,0.989285714,1,0.425392857,2,8/8/2023,8/9/2023,51106
100D,Ensamble 100D,Bench 100D,95,95,0,16,90,0,9,824,840,0,824,265,6.92,18.93,0,0.37,0.980952381,1,0.362952381,2,8/9/2023,8/10/2023,51107
100D,Ensamble 100D,Bench 100D,87,87,0,134,31,4,27,706,840,0,706,265,7.39,18.93,0,0.39,0.84047619,1,0.327785714,2,8/10/2023,8/11/2023,51108
100D,Ensamble 100D,Bench 100D,48,48,0,59,34,1,10,301,360,0,301,105,9.57,17.5,0,0.55,0.836111111,1,0.459861111,2,8/11/2023,8/11/2023,51110
100D,Ensamble 100D,Bench 100D,117,117,0,16,64,0,9,584,600,0,584,185,12.02,18.5,0,0.65,0.973333333,1,0.632666667,1,8/14/2023,8/14/2023,51186
100D,Ensamble 100D,Bench 100D,89,89,0,3,42,0,12,537,540,0,537,165,9.94,18.33,0,0.54,0.994444444,1,0.537,2,8/14/2023,8/15/2023,51204
100D,Ensamble 100D,Bench 100D,134,134,0,10,62,0,9,590,600,0,590,185,13.63,18.5,0,0.74,0.983333333,1,0.727666667,1,8/15/2023,8/15/2023,51187
100D,Ensamble 100D,Bench 100D,106,106,0,9,66,0,8,531,540,0,531,165,11.98,18.33,0,0.65,0.983333333,1,0.639166667,2,8/15/2023,8/16/2023,51205
100D,Ensamble 100D,Bench 100D,113,113,0,12,76,0,7,588,600,0,588,185,11.53,18.5,0,0.62,0.98,1,0.6076,1,8/16/2023,8/16/2023,51188
100D,Ensamble 100D,Bench 100D,104,104,0,3,22,0,24,537,540,0,537,165,11.62,18.33,0,0.63,0.994444444,1,0.6265,2,8/16/2023,8/17/2023,51206
100D,Ensamble 100D,Bench 100D,92,92,0,4,53,0,11,596,600,0,596,185,9.26,18.5,0,0.5,0.993333333,1,0.496666667,1,8/17/2023,8/17/2023,51189
100D,Ensamble 100D,Bench 100D,121,121,0,16,38,0,14,524,540,0,524,165,13.85,18.33,0,0.76,0.97037037,1,0.737481481,2,8/17/2023,8/18/2023,51207
100D,Ensamble 100D,Bench 100D,115,115,0,25,22,1,27,575,600,0,575,185,12,18.5,0,0.65,0.958333333,1,0.622916667,1,8/22/2023,8/22/2023,51194
100D,Ensamble 100D,Bench 100D,59,59,0,18,53,0,10,522,540,0,522,165,6.78,18.33,0,0.37,0.966666667,1,0.357666667,2,8/22/2023,8/23/2023,51212
100D,Ensamble 100D,Bench 100D,117,117,0,27,104,0,5,573,600,0,573,185,12.25,18.5,0,0.66,0.955,1,0.6303,1,8/23/2023,8/23/2023,51195
100D,Ensamble 100D,Bench 100D,91,91,0,23,64,0,8,517,540,0,517,165,10.56,18.33,0,0.58,0.957407407,1,0.555296296,2,8/23/2023,8/24/2023,51213
100D,Ensamble 100D,Bench 100D,88,88,0,19,37,0,16,581,600,0,581,185,9.09,18.5,0,0.49,0.968333333,1,0.474483333,1,8/24/2023,8/24/2023,51196
100D,Ensamble 100D,Bench 100D,61,61,0,24,58,0,9,516,540,0,516,165,7.09,18.33,0,0.39,0.955555556,1,0.372666667,2,8/24/2023,8/25/2023,51214
100D,Ensamble 100D,Bench 100D,94,94,0,5,35,0,13,475,480,0,475,185,11.87,23.13,0,0.51,0.989583333,1,0.5046875,1,8/25/2023,8/25/2023,51197
100D,Ensamble 100D,Bench 100D,27,27,0,12,14,0,17,228,240,0,228,105,7.11,26.25,0,0.27,0.95,1,0.2565,2,8/25/2023,8/25/2023,51223
100D,Ensamble 100D,Bench 100D,84,84,0,1,16,0,22,359,360,0,359,105,14.04,17.5,0,0.8,0.997222222,1,0.797777778,1,8/26/2023,8/26/2023,51577
100D,Ensamble 100D,Bench 100D,125,125,0,16,77,0,7,584,600,0,584,185,12.84,18.5,0,0.69,0.973333333,1,0.6716,1,8/28/2023,8/28/2023,51200
100D,Ensamble 100D,Bench 100D,129,129,0,32,67,0,8,508,540,0,508,165,15.24,18.33,0,0.83,0.940740741,1,0.780814815,2,8/28/2023,8/29/2023,51218
100D,Ensamble 100D,Bench 100D,103,103,0,22,104,0,5,578,600,0,578,185,10.69,18.5,0,0.58,0.963333333,1,0.558733333,1,8/29/2023,8/29/2023,51201
